,a,b,c
0,1.0302734,-1.5057373,-5.0
1,0.96206665,-1.4331055,-5.0
2,1.0064697,-1.4231873,-5.0
3,0.97763062,-1.3330078,-3.9666748
4,1.015625,-1.3417053,-3.1089783
5,0.96450806,-1.333313,-2.5405884
6,1.0543823,-1.2400818,-2.1336365
7,1.050415,-1.2825012,-1.8560791
8,0.97198486,-1.2484741,-1.6812134
9,1.0317993,-1.313324,-1.5750122
10,1.0902405,-1.1260986,-1.4234924
11,1.0516357,-1.1767578,-1.3525391
12,1.0821533,-1.0644531,-1.2727356
13,1.0768127,-1.0452271,-1.2049866
14,1.0473633,-0.95672607,-1.138916
15,1.0800171,-0.94543457,-1.0797119
16,1.072998,-0.8744812,-1.0281372
17,0.98892212,-0.9576416,-1.027832
18,1.0420227,-0.86013794,-0.98831177
19,0.97885132,-0.94543457,-1.0031128
20,0.95092773,-0.8694458,-0.99197388
21,0.97183228,-0.92529297,-0.99731445
22,0.93032837,-1.0180664,-1.0006714
23,0.90194702,-0.91903687,-1.0498047
24,0.88760376,-1.022644,-1.0699463
25,0.83374023,-0.90927124,-1.055603
26,0.89294434,-0.86502075,-1.0479736
27,0.90759277,-0.74783325,-0.97061157
28,0.83084106,-0.6942749,-0.91156006
29,0.79605103,-0.66116333,-0.85449219
30,0.78689575,-0.51895142,-0.78262329
31,0.88623047,-0.49911499,-0.7182312
32,0.85830688,-0.51803589,-0.67932129
33,0.83312988,-0.37277222,-0.59371948
34,0.82458496,-0.28778076,-0.39154053
35,0.73577881,-0.25390625,-0.35354614
36,0.71838379,-0.24917603,-0.34164429
37,0.69915772,-0.25909424,-0.3326416
38,0.67672729,-0.22964478,-0.3213501
39,0.62698364,-0.26046753,-0.31982422
40,0.75134277,-0.24642944,-0.32165527
41,0.68145752,-0.16021728,-0.25207519
42,0.57693481,-0.25192261,-0.25115967
43,0.56060791,-0.25131226,-0.24414063
44,0.56137085,-0.25405884,-0.24627685
45,0.62149048,-0.17120361,-0.21087647
46,0.54214478,-0.082702637,-0.16540527
47,0.49972534,-0.052337646,-0.12878418
48,0.51452637,0.035400391,-0.062866211
49,0.4170227,0.018157959,-0.023040771
50,0.42739868,0.080718994,0.025024414
51,0.40832519,0.15090942,0.064239502
52,0.30654907,0.20248413,0.11001587
53,0.26580811,0.039520264,0.090637207
54,0.184021,0.22125244,0.131073
55,0.28594971,0.12939453,0.11779785
56,0.28442383,0.088043213,0.14007568
57,0.23651123,0.20507813,0.16784668
58,0.16677856,0.23712158,0.21240234
59,0.25619507,0.33355713,0.25421143
60,0.20965576,0.34378052,0.30883789
61,0.19851685,0.46401978,0.36346436
62,0.13412476,0.40710449,0.37750244
63,0.15869141,0.42602539,0.38787842
64,0.1663208,0.24887085,0.36895752
65,0.14282227,0.42480469,0.38452148
66,0.04119873,0.40405273,0.39215088
67,0.096740723,0.5128479,0.42480469
68,-0.043182373,0.44265747,0.44372559
69,0.025939941,0.49667358,0.47637939
70,-0.13168335,0.46096802,0.48614502
71,-0.14022827,0.50033569,0.50445557
72,-0.13641357,0.52001953,0.53695679
73,-0.079956055,0.61859131,0.57250977
74,-0.13183594,0.63827515,0.60028076
75,-0.14648438,0.81893921,0.69564819
76,-0.23956299,0.85128784,0.75927734
77,-0.30258179,0.69915772,0.73638916
78,-0.26519775,0.81069946,0.78796387
79,-0.23864746,0.81954956,0.81176758
80,-0.30960083,0.74813843,0.80612183
81,-0.26092529,0.74630737,0.80169678
82,-0.31692505,0.69869995,0.78491211
83,-0.54367065,0.68481445,0.7484436
84,-0.44540405,0.75439453,0.77835083
85,-0.51055908,0.76629639,0.77545166
86,-0.53329468,0.72463989,0.74645996
87,-0.53756714,0.76049805,0.74829102
88,-0.61889648,0.76934815,0.73898315
89,-0.54000854,0.73822022,0.74493408
90,-0.57067871,0.75622559,0.76461792
91,-0.57647705,0.68328857,0.74615478
92,-0.6362915,0.80184937,0.75912476
93,-0.61584473,0.87783813,0.78552246
94,-0.65689087,0.90911865,0.82366943
95,-0.68893433,0.9425354,0.8454895
96,-0.76629639,0.88516235,0.90591431
97,-0.81420898,0.94421387,0.9298706
98,-0.84640503,1.1955261,0.97259522
99,-0.76385498,1.2345886,1.1369324
100,-0.85800171,0.98449707,1.0877991
101,-0.97503662,0.98373413,1.0372925
102,-0.94955444,1.0148621,1.0543823
103,-0.92803955,0.95657349,1.0345459
104,-1.0534668,0.95840454,1.0250854
105,-1.1022949,0.88378906,0.96862793
106,-0.98251343,0.92895508,0.94421387
107,-0.97488403,0.80032349,0.93551636
108,-1.1325073,0.77880859,0.87783813
109,-1.0551453,0.85601807,0.86791992
110,-1.1715698,0.85006714,0.87463379
111,-1.174469,0.89996338,0.88684082
112,-1.3877869,0.64102173,0.80276489
113,-1.325531,0.70678711,0.75134277
114,-1.47995,0.75561523,0.7572937
115,-1.4822388,0.89736938,0.7749939
116,-1.3041687,0.92346191,0.84747315
117,-1.3764954,1.0945129,0.86883545
118,-1.3069153,0.92910767,0.86502075
119,-1.1706543,1.0015869,0.89431763
120,-1.3082886,0.94528198,0.91369629
121,-1.3285828,0.9451294,0.92132568
122,-1.3613892,0.91827393,0.8984375
123,-1.3319397,0.94604492,0.90652466
124,-1.385498,0.87860107,0.89004517
125,-1.390686,0.91888428,0.89279175
126,-1.3829041,0.89355469,0.92285156
127,-1.3729858,0.93948364,0.94558716
128,-1.3650513,0.95962524,0.93154907
129,-1.4074707,0.94558716,0.93475342
130,-1.5327454,0.86959839,0.93292236
131,-1.5180969,0.97442627,0.93994141
132,-1.5657043,0.82107544,0.91171265
133,-1.5991211,0.72998047,0.83389282
134,-1.6070557,0.82977295,0.81237793
135,-1.6349792,0.7649231,0.7850647
136,-1.6593933,0.77697754,0.76904297
137,-1.6290283,0.79238892,0.77728272
138,-1.7736816,0.70800781,0.73776245
139,-1.7285156,0.62927246,0.69351196
140,-1.7324829,0.60241699,0.64697266
141,-1.6390991,0.64453125,0.63308716
142,-1.668396,0.78857422,0.65979004
143,-1.6589355,0.81390381,0.68939209
144,-1.7010498,0.69869995,0.67565918
145,-1.6329956,0.78155518,0.70709228
146,-1.7207336,0.5821228,0.65261841
147,-1.7483521,0.62805176,0.6312561
148,-1.7721558,0.56716919,0.5960083
149,-1.7590332,0.69534302,0.61904907
150,-1.8557739,0.58074951,0.58853149
151,-1.7675781,0.62698364,0.58914185
152,-1.8611145,0.46218872,0.54870606
153,-1.8240356,0.43807983,0.51513672
154,-1.7376709,0.50354004,0.50811768
155,-1.8086243,0.38879394,0.48614502
156,-1.7706299,0.54214478,0.50003052
157,-1.8463135,0.42144775,0.45532227
158,-1.7710876,0.37475586,0.42449951
159,-1.9084167,0.32318115,0.40115356
160,-1.7503357,0.19744873,0.29830933
161,-1.7597961,0.39306641,0.34744263
162,-1.7840576,0.38269043,0.36270142
163,-1.8731689,0.40435791,0.33996582
164,-1.7993164,0.17456055,0.28076172
165,-1.676178,0.33355713,0.27755737
166,-1.8334961,0.25680542,0.26306152
167,-1.882782,0.23651123,0.22842407
168,-1.8196106,0.21194458,0.20996094
169,-1.8424988,0.21057129,0.22460938
170,-1.7926025,0.093231201,0.17272949
171,-1.7181396,0.007324219,0.1411438
172,-1.7147827,0.099639893,0.13092041
173,-1.789856,0.051574707,0.085754395
174,-1.7871094,0.009765625,0.077362061
175,-1.8890381,-0.091247559,-0.000610352
176,-1.8023682,-0.095214844,-0.032958984
177,-1.7079163,-0.087432861,-0.084838867
178,-1.7126465,-0.18188477,-0.097808838
179,-1.817627,-0.3805542,-0.1953125
180,-1.6552734,-0.15991211,-0.20233154
181,-1.683197,-0.19775391,-0.17944336
182,-1.6638184,-0.26199341,-0.19775391
183,-1.7132568,-0.26519775,-0.209198
184,-1.6078186,-0.30639648,-0.21652222
185,-1.6368103,-0.3515625,-0.25436401
186,-1.6543579,-0.41870117,-0.28381348
187,-1.7572021,-0.3565979,-0.3352356
188,-1.708374,-0.32684326,-0.34835815
189,-1.6630554,-0.36987305,-0.34240723
190,-1.6937256,-0.34729004,-0.35888672
191,-1.6772461,-0.40039063,-0.36575317
192,-1.6470337,-0.3163147,-0.33416748
193,-1.5374756,-0.35720825,-0.32073975
194,-1.5872192,-0.55801392,-0.39138794
195,-1.5867615,-0.63873291,-0.44815064
196,-1.6459656,-0.72296143,-0.53329468
197,-1.5774536,-0.69519043,-0.5783081
198,-1.5895081,-0.728302,-0.62545776
199,-1.6261291,-0.79864502,-0.68359375
200,-1.5866089,-0.72616577,-0.73059082
201,-1.5525818,-0.72952271,-0.65444946
202,-1.5542603,-0.72296143,-0.67062378
203,-1.6094971,-1.0664368,-0.7723999
204,-1.5246582,-1.4141846,-0.94268799
205,-1.5791321,-1.252594,-1.0192871
206,-1.5393066,-1.1395264,-1.0418701
207,-1.4170837,-1.153717,-1.0949707
208,-1.4614868,-1.0845947,-1.100769
209,-1.3801575,-0.92437744,-1.026001
210,-1.3214111,-0.95703125,-1.0073853
211,-1.321106,-0.97763062,-0.95794678
212,-1.3186646,-1.0237122,-0.95825195
213,-1.2840271,-1.1367798,-0.99441528
214,-1.1781311,-1.1813354,-1.0394287
215,-1.2576294,-1.2759399,-1.0891724
216,-1.0977173,-1.2191772,-1.1314392
217,-1.1669922,-1.2568665,-1.1743164
218,-1.2080383,-1.3511658,-1.2303162
219,-1.0774231,-1.2982178,-1.247406
220,-1.1451721,-1.23703,-1.2132263
221,-1.0449219,-1.421051,-1.2908936
222,-1.0424805,-1.3285828,-1.2971497
223,-1.0331726,-1.3452148,-1.3114929
224,-0.97640991,-1.2760925,-1.2948608
225,-1.0360718,-1.290741,-1.2866211
226,-0.90988159,-1.2683105,-1.2779236
227,-0.91537476,-1.3482666,-1.3009644
228,-0.78094482,-1.3934326,-1.3180542
229,-0.7472229,-1.4489746,-1.3542175
230,-0.85128784,-1.5757751,-1.4178467
231,-0.7572937,-1.4788818,-1.4190674
232,-0.84106445,-1.5466309,-1.4559937
233,-0.75149536,-1.5284729,-1.4880371
234,-0.77453613,-1.5289307,-1.4677429
235,-0.73303223,-1.4596558,-1.481781
236,-0.66833496,-1.4743042,-1.4701843
237,-0.6640625,-1.6540527,-1.5029907
238,-0.65414429,-1.5126038,-1.4892578
239,-0.6262207,-1.6343689,-1.5200806
240,-0.62927246,-1.7407227,-1.5652466
241,-0.56396484,-1.7245483,-1.5826416
242,-0.54626465,-1.8946838,-1.6676331
243,-0.51757813,-1.8478394,-1.7156982
244,-0.51849365,-1.9822693,-1.802063
245,-0.42373657,-1.9775391,-1.8367004
246,-0.38406372,-1.8225098,-1.8067932
247,-0.39108276,-1.8753052,-1.809845
248,-0.32363892,-1.7710876,-1.7697144
249,-0.35461426,-1.781311,-1.756134
250,-0.27999878,-1.7098999,-1.7164612
251,-0.34194946,-1.7578125,-1.7218018
252,-0.32806397,-1.6688538,-1.7008972
253,-0.26519775,-1.5319824,-1.6496277
254,-0.33325195,-1.6307068,-1.6537476
255,-0.21667481,-1.6746521,-1.6584778
256,-0.10269165,-1.7419434,-1.6693115
257,-0.081176758,-1.8199158,-1.7095947
258,-0.03692627,-1.8252563,-1.7364502
259,-0.1109314,-1.9343567,-1.7985535
260,-0.17883301,-1.9918823,-1.8669128
261,-0.069580078,-1.9657898,-1.8933105
262,-0.082702637,-1.8713379,-1.8826294
263,-0.064086914,-1.9726563,-1.8917847
264,-0.026397705,-1.8914795,-1.8702698
265,0.022125244,-2.0458984,-1.9067383
266,0.039520264,-1.9296265,-1.8971252
267,0.053405762,-2.1258545,-1.9554138
268,0.067443848,-2.1751404,-2.0043945
269,0.056152344,-2.2894287,-2.0796204
270,0.11383057,-2.1925354,-2.1083069
271,0.1524353,-2.1333313,-2.1055603
272,0.13870239,-2.0675659,-2.0881653
273,0.28625488,-1.9700623,-2.026825
274,0.25619507,-1.9984436,-2.0091248
275,0.38925171,-1.8217468,-1.927948
276,0.34133911,-1.9760132,-1.960907
277,0.41717529,-1.8486023,-1.9239807
278,0.39520264,-1.9187927,-1.920166
279,0.41870117,-1.9248962,-1.9192505
280,0.37765503,-2.0085144,-1.9670105
281,0.37414551,-2.1540833,-2.0788574
282,0.29342651,-1.9538879,-2.0829773
283,0.59646606,-1.9841003,-2.0526123
284,0.40313721,-1.9685364,-2.0877075
285,0.44677734,-2.0559692,-2.07901
286,0.48278809,-2.000885,-2.0541382
287,0.53588867,-1.9491577,-2.0318604
288,0.56335449,-2.0898438,-2.068634
289,0.6640625,-1.8585205,-2.0040894
290,0.60928345,-1.7814636,-1.9299316
291,0.56152344,-1.7341614,-1.8762207
292,0.64651489,-1.7098999,-1.8362427
293,0.62835693,-1.7715454,-1.8243408
294,0.63049316,-1.8676758,-1.8371582
295,0.70755005,-1.8270874,-1.829071
296,0.72509766,-1.8992615,-1.8571472
297,0.65933228,-1.8383789,-1.8618774
298,0.69335938,-1.7893982,-1.8334961
299,0.75759888,-1.8258667,-1.831665
