,a,b,c
0,0.62957764,-1.5629578,-5.0
1,0.58929443,-1.6174316,-5.0
2,0.52719116,-1.4866638,-5.0
3,0.57235718,-1.658783,-4.0361023
4,0.61859131,-1.5071106,-3.184967
5,0.70022583,-1.5213013,-2.592926
6,0.71990967,-1.4286804,-2.2419739
7,0.72235107,-1.5072632,-2.0191956
8,0.68176269,-1.5527344,-1.8334961
9,0.73623657,-1.3894653,-1.6891479
10,0.68878174,-1.469574,-1.6175842
11,0.67153931,-1.3835144,-1.5406799
12,0.65704346,-1.4015198,-1.4855957
13,0.70983887,-1.3383484,-1.4321899
14,0.75622559,-1.4260864,-1.416626
15,0.69168091,-1.3667297,-1.4048767
16,0.72311401,-1.3980103,-1.4208984
17,0.60714722,-1.3130188,-1.3839722
18,0.8102417,-1.1186218,-1.3175964
19,0.68634033,-1.0215759,-1.2162781
20,0.7220459,-1.0195923,-1.1735535
21,0.68023682,-0.91979981,-1.0975647
22,0.67153931,-0.7043457,-0.98495483
23,0.67276001,-0.65628052,-0.86471558
24,0.68725586,-0.64559937,-0.71960449
25,0.73242188,-0.59692383,-0.62210083
26,0.70571899,-0.66467285,-0.63232422
27,0.65536499,-0.57434082,-0.6362915
28,0.64620972,-0.60211182,-0.61782837
29,0.58303833,-0.60363769,-0.60943603
30,0.78948975,-0.51574707,-0.59188843
31,0.65917969,-0.60028076,-0.55175781
32,0.64788818,-0.36773682,-0.54946899
33,0.60073853,-0.26763916,-0.5065918
34,0.54901123,-0.26657105,-0.45013428
35,0.61935425,-0.3276062,-0.38986206
36,0.53588867,-0.16143799,-0.284729
37,0.49942017,-0.10406494,-0.2305603
38,0.5380249,-0.24490356,-0.21697998
39,0.48645019,-0.30715942,-0.24902344
40,0.43045044,-0.25482178,-0.28289795
41,0.40466309,-0.19989014,-0.259552
42,0.36148071,-0.13153076,-0.21316528
43,0.29113769,-0.088806152,-0.19821167
44,0.23834228,-0.083465576,-0.11810303
45,-0.043182373,-0.28244019,-0.44250488
46,0.16265869,0.050811768,-0.29541016
47,-0.097351074,-0.3515625,-0.37979126
48,0.013427734,0.032043457,-0.26290894
49,-0.005493164,-0.12710571,-0.22705078
50,-0.05355835,0.2104187,-0.078430176
51,-0.045776367,0.3074646,0.040588379
52,-0.10040283,0.3956604,0.16693115
53,-0.17913818,0.35354614,0.21118164
54,-0.13839722,0.54534912,0.31539917
55,-0.29190064,0.42770386,0.35339356
56,-0.22949219,0.54489136,0.44525147
57,-0.26885986,0.4208374,0.42480469
58,-0.32623291,0.39642334,0.43685913
59,-0.43685913,0.63735962,0.53787231
60,-0.46127319,0.73562622,0.62347412
61,-0.58334351,0.43609619,0.52307129
62,-0.59402466,0.59906006,0.55206299
63,-0.65490723,0.62103272,0.59890747
64,-0.8404541,0.48110962,0.59814453
65,-0.91186523,0.26931763,0.50842285
66,-0.75408935,0.59188843,0.53009033
67,-0.82748413,0.5368042,0.50918579
68,-0.94055176,0.43991089,0.51177978
69,-0.83221435,0.63995361,0.56716919
70,-0.87158203,0.67520142,0.59936523
71,-0.84609985,0.82824707,0.65307617
72,-0.94009399,0.76904297,0.70419312
73,-1.0211182,0.76004028,0.72860718
74,-1.0522461,0.73669434,0.7333374
75,-1.0681152,0.79833984,0.74813843
76,-1.1022949,0.8001709,0.74584961
77,-1.1610413,0.76980591,0.75256348
78,-1.1782837,0.6703186,0.70922852
79,-1.0861206,0.6842041,0.70495606
80,-1.1169434,0.86791992,0.77758789
81,-1.2902832,0.7824707,0.78674316
82,-1.2840271,0.82305908,0.79040527
83,-1.3916016,0.8670044,0.83175659
84,-1.2701416,0.75317383,0.90744019
85,-1.3894653,0.77850342,0.88760376
86,-1.37146,0.69580078,0.82824707
87,-1.366272,0.71777344,0.81298828
88,-1.472168,0.69381714,0.7762146
89,-1.5293884,0.72189331,0.78460693
90,-1.6348267,0.62713623,0.74493408
91,-1.4932251,0.70800781,0.72982788
92,-1.4535522,0.71975708,0.74584961
93,-1.4520264,0.70755005,0.72128296
94,-1.5202332,0.56503296,0.7081604
95,-1.6917419,0.650177,0.64376831
96,-1.6279602,0.52078247,0.60409546
97,-1.6513062,0.51040649,0.58914185
98,-1.5823364,0.45440674,0.52932739
99,-1.5661621,0.37216186,0.49819946
100,-1.6246033,0.17486572,0.42709351
101,-1.6159058,0.2394104,0.38330078
102,-1.6130066,0.28442383,0.3717041
103,-1.7221069,0.19668579,0.35736084
104,-1.5835571,0.21270752,0.2973938
105,-1.6482544,0.000762939,0.18951416
106,-1.603241,0.028533936,-0.004425049
107,-1.6163635,-0.26992798,-0.072937012
108,-1.665802,-0.12115479,-0.084991455
109,-1.5739441,-0.029296875,-0.035705566
110,-1.6638184,0.038757324,-0.004730225
111,-1.6200256,-0.3036499,-0.093841553
112,-1.5785217,-0.13000488,-0.084381104
113,-1.5530396,-0.23590088,-0.13092041
114,-1.4935303,-0.24612427,-0.14465332
115,-1.6241455,-0.25360107,-0.18035889
116,-1.5585327,-0.22644043,-0.17852783
117,-1.5463257,-0.27587891,-0.20446777
118,-1.5859985,-0.41320801,-0.27175903
119,-1.5655518,-0.54412842,-0.34835815
120,-1.5890503,-0.72845459,-0.47439575
121,-1.6853333,-0.54870606,-0.5001831
122,-1.4527893,-0.53665161,-0.48583984
123,-1.6201782,-0.5065918,-0.48065186
124,-1.4689636,-0.64682007,-0.46768189
125,-1.4428711,-0.81054688,-0.59280396
126,-1.3832092,-0.84381103,-0.6439209
127,-1.3751221,-0.86807251,-0.67749023
128,-1.1514282,-0.95870972,-0.73028565
129,-1.0794067,-0.94299316,-0.76507568
130,-1.204834,-0.90545654,-0.76751709
131,-1.1738586,-0.87341309,-0.78903198
132,-1.1683655,-0.91979981,-0.81512451
133,-1.0171509,-0.91873169,-0.83862305
134,-1.0610962,-1.1390686,-0.94024658
135,-1.0241699,-1.1277771,-0.99975586
136,-0.88943481,-1.1654663,-1.0513306
137,-0.92041016,-1.116333,-1.0762024
138,-0.92880249,-1.2008667,-1.1256409
139,-0.90942383,-1.2484741,-1.1599731
140,-0.84228516,-1.2287903,-1.1904907
141,-0.97000122,-1.2049866,-1.2182617
142,-0.77423096,-1.3731384,-1.2760925
143,-0.82443237,-1.4498901,-1.3725281
144,-0.71884155,-1.4154053,-1.3148499
145,-0.68725586,-1.4967346,-1.3525391
146,-0.62164307,-1.4524841,-1.381073
147,-0.56091309,-1.4622498,-1.4068604
