,a,b,c
0,0.63247681,-1.2628174,-5.0
1,0.74310303,-1.4247131,-5.0
2,0.83465576,-1.2910461,-5.0
3,0.8984375,-1.3677979,-3.8467407
4,0.70922852,-1.1642456,-2.9704285
5,0.66696167,-1.2640381,-2.4111938
6,0.83007813,-1.1508179,-1.998291
7,0.75164795,-1.1468506,-1.723175
8,0.81115723,-1.1686707,-1.5486145
9,0.80841065,-1.1065674,-1.4648438
10,0.7673645,-1.1833191,-1.3781738
11,0.83831787,-1.2094116,-1.3421631
12,0.68237305,-1.1175537,-1.3043213
13,0.86746216,-0.9967041,-1.2095642
14,0.8152771,-0.95306397,-1.1294556
15,0.67214966,-0.76507568,-1.0151672
16,0.79376221,-0.72937012,-0.92636108
17,0.77514648,-0.75927734,-0.87478638
18,0.83221435,-0.55526733,-0.75912476
19,0.77636719,-0.38787842,-0.50674438
20,0.79345703,-0.32150269,-0.38574219
21,0.67245483,-0.35629272,-0.37460327
22,0.71105957,-0.29953003,-0.35888672
23,0.62042236,-0.25619507,-0.34683228
24,0.71716309,-0.30670166,-0.31906128
25,0.61004639,-0.35720825,-0.31738281
26,0.56365967,-0.23666382,-0.29998779
27,0.60241699,-0.19104004,-0.2470398
28,0.65475464,-0.17059326,-0.20812988
29,0.5708313,-0.22750855,-0.2029419
30,0.51452637,-0.31402588,-0.20324707
31,0.47058106,-0.38818359,-0.22109985
32,0.51055908,-0.41351318,-0.25482178
33,0.50613403,-0.40252686,-0.29266357
34,0.41107178,-0.34179688,-0.30075073
35,0.40420532,-0.32913208,-0.34240723
36,0.37109375,-0.23406982,-0.22872925
37,0.35308838,-0.19500732,-0.42694092
38,0.26824951,-0.038299561,-0.31188965
39,0.13839722,-0.39855957,-0.36773682
40,-0.14282227,-0.45516968,-0.40237427
41,0.066375732,-0.16769409,-0.3213501
42,-0.054626465,0.08026123,-0.2154541
43,0.016784668,0.22842407,-0.058746338
44,-0.06439209,0.34210205,0.094604492
45,-0.073852539,0.42755127,0.21316528
46,-0.045776367,0.52062988,0.31433106
47,-0.075683594,0.40298462,0.35751343
48,-0.15975952,0.45120239,0.40344238
49,-0.20828247,0.41152954,0.40771484
50,-0.17089844,0.2986145,0.42053223
51,-0.25466919,0.2394104,0.38452148
52,-0.34057617,0.36315918,0.41763306
53,-0.30090332,0.30151367,0.41275024
54,-0.38574219,0.41488647,0.43228149
55,-0.46783447,0.45318603,0.44815064
56,-0.39093018,0.62271118,0.52001953
57,-0.46081543,0.40618897,0.47821045
58,-0.53161621,0.68969727,0.5935669
59,-0.53817749,0.59799194,0.5909729
60,-0.70114136,0.44204712,0.54840088
61,-0.82382202,0.32150269,0.48339844
62,-0.73806763,0.68069458,0.574646
63,-0.79559326,0.77453613,0.65216065
64,-0.83694458,0.65170288,0.65383911
65,-0.84884644,0.74493408,0.7107544
66,-0.89324951,0.74859619,0.70602417
67,-0.76751709,0.78063965,0.74203491
68,-0.81466675,0.88012695,0.80505371
69,-0.89508057,0.75714111,0.806427
70,-0.94345093,0.70007324,0.79162598
71,-0.94573975,0.93429565,0.86471558
72,-1.0559082,0.80474853,0.85845947
73,-1.0847473,0.81634522,0.8706665
74,-1.1169434,0.78262329,0.84106445
75,-1.1952209,0.71548462,0.77819824
76,-1.1906433,0.72540283,0.76828003
77,-1.1167908,0.67321777,0.72067261
78,-1.1959839,0.69580078,0.71105957
79,-1.1158752,0.77377319,0.75546265
80,-1.2823486,0.75164795,0.74127197
81,-1.1772156,0.5368042,0.68405151
82,-1.2260437,0.60745239,0.65917969
83,-1.3174438,0.52032471,0.6288147
84,-1.4532471,0.62362671,0.62789917
85,-1.4108276,0.62057495,0.74234009
86,-1.4306641,0.66635132,0.73486328
87,-1.3925171,0.62545776,0.71594238
88,-1.5382385,0.57479858,0.69351196
89,-1.388855,0.62744141,0.67199707
90,-1.5014648,0.63400269,0.67474365
91,-1.4234924,0.53375244,0.66955566
92,-1.2971497,0.57540894,0.71685791
93,-1.3308716,0.47271728,0.67504883
94,-1.4233398,0.44738769,0.59646606
95,-1.4779663,0.46951294,0.57922363
96,-1.3391113,0.43624878,0.53131103
97,-1.5245056,0.36987305,0.50537109
98,-1.461792,0.21240234,0.41168213
99,-1.5283203,0.16189575,0.35827637
100,-1.4897156,0.17425537,0.32394409
101,-1.5588379,0.12237549,0.2734375
102,-1.5924072,0.25238037,0.24932861
103,-1.6511536,0.19851685,0.22628784
104,-1.5438843,0.23529053,0.092315674
105,-1.5327454,-0.091400146,0.054626465
106,-1.625061,-0.14724731,-0.033874512
107,-1.5916443,-0.099182129,-0.057983398
108,-1.5061951,-0.090942383,-0.070953369
109,-1.7062378,-0.1713562,-0.103302
110,-1.6238403,-0.25817871,-0.11825561
111,-1.738739,-0.31723022,-0.17089844
112,-1.6294861,-0.20187378,-0.16052246
113,-1.708374,-0.30960083,-0.18371582
114,-1.5290833,-0.14633179,-0.17364502
115,-1.4804077,-0.29846191,-0.23254395
116,-1.7127991,-0.38223267,-0.26473999
117,-1.4741516,-0.26763916,-0.24810791
118,-1.3833618,-0.22338867,-0.22796631
119,-1.4938354,-0.32485962,-0.24581909
120,-1.4762878,-0.41213989,-0.27648926
121,-1.4865112,-0.4814148,-0.32608032
122,-1.3713074,-0.45791626,-0.35690308
123,-1.4936829,-0.39642334,-0.35797119
124,-1.4517212,-0.59249878,-0.42648315
125,-1.3685608,-0.6716919,-0.49118042
126,-1.572113,-0.75454712,-0.55541992
127,-1.5133667,-0.79223633,-0.61828613
128,-1.2754822,-0.77194214,-0.68054199
