,a,b,c
0,1.2132263,-0.54519653,-5.0
1,1.1453247,-0.55984497,-5.0
2,1.2452698,-0.34286499,-4.5399475
3,1.1051941,-0.39794922,-3.2275391
4,1.1408997,-0.40985107,-2.3342896
5,1.1251831,-0.36376953,-1.7141724
6,1.0519409,-0.42831421,-1.308136
7,1.0855103,-0.37963867,-1.0070801
8,1.0110474,-0.33966064,-0.79544067
9,0.85693359,-0.26428223,-0.65246582
10,0.9451294,-0.14648438,-0.50506592
11,0.92590332,-0.090332031,-0.39001465
12,0.88775635,-0.18112183,-0.33020019
13,0.84884644,-0.067138672,-0.24475098
14,0.87982178,-0.054626465,-0.17852783
15,0.78720093,-0.01083374,-0.13412476
16,0.78994751,0.01449585,-0.12771606
17,0.79025269,0.021514893,0.064086914
18,0.58135986,0.070800781,0.088653564
19,0.60455322,0.11474609,0.09262085
20,0.65139771,0.11627197,0.099334717
21,0.62179565,0.37277222,0.22125244
22,0.7232666,0.23147583,0.21591187
23,0.61950684,0.2607727,0.22781372
24,0.60638428,0.40222168,0.27313232
25,0.61767578,0.45776367,0.32791138
26,0.58013916,0.57189941,0.41671753
27,0.52139282,0.51940918,0.43304443
28,0.43106079,0.56549072,0.48309326
29,0.31967163,0.43502808,0.46661377
30,0.27160644,0.42022705,0.45532227
31,0.415802,0.60287476,0.53146362
32,0.39855957,0.65490723,0.599823
33,0.27526856,0.65124512,0.63537598
34,0.30670166,0.74737549,0.68572998
35,0.23284912,0.77514648,0.72784424
36,0.15457153,0.74569702,0.72296143
37,0.11947632,0.87860107,0.7951355
38,0.057983398,0.87585449,0.79605103
39,0.093536377,0.89706421,0.83572388
40,0.082550049,1.0333252,0.91339111
41,-0.10742188,0.89996338,0.91888428
42,-0.089111328,0.99349976,0.9602356
43,-0.17425537,1.0700989,0.99868774
44,-0.062561035,1.0223389,1.0083008
45,-0.181427,0.99807739,1.0083008
46,-0.19500732,0.95245361,1.0064697
47,-0.21789551,1.0345459,1.0168457
48,-0.2885437,1.0440063,1.0336304
49,-0.35827637,1.1140442,1.0604858
50,-0.40908814,1.206665,1.1083984
51,-0.45761108,1.3601685,1.2001038
52,-0.40313721,1.3214111,1.2524414
53,-0.38818359,1.4332581,1.3252258
54,-0.52917481,1.2495422,1.3021851
55,-0.58349609,1.2715149,1.3075256
56,-0.72662353,1.2336731,1.295166
57,-0.7611084,1.2419128,1.2802124
58,-0.86135864,1.2858582,1.2867737
59,-0.730896,1.4430237,1.3748169
60,-0.84136963,1.446228,1.4237976
61,-0.80505371,1.4985657,1.4862061
62,-0.90148926,1.4692688,1.4950562
63,-0.96069336,1.4126587,1.4770508
64,-0.97717285,1.4825439,1.4950562
65,-0.98052978,1.4982605,1.496582
66,-1.0539246,1.4845276,1.5014648
67,-1.0784912,1.5312195,1.5357971
68,-1.159668,1.5815735,1.5730286
69,-1.2387085,1.5353394,1.574707
70,-1.2609863,1.4700317,1.5437317
71,-1.1894226,1.4920044,1.5411377
72,-1.2338257,1.3226318,1.4883423
73,-1.2315369,1.466217,1.4526367
74,-1.3204956,1.4370728,1.559906
75,-1.4834595,1.3893127,1.4993286
76,-1.4375305,1.5756226,1.5390015
77,-1.5689087,1.5518188,1.5406799
78,-1.5496826,1.6395569,1.5583801
79,-1.5701294,1.6305542,1.5765381
80,-1.6197205,1.5441895,1.5563965
81,-1.6195679,1.5887451,1.5672302
82,-1.736145,1.4888,1.5255737
83,-1.7082214,1.5394592,1.5222168
84,-1.7254639,1.3015747,1.4624023
85,-1.8385315,1.2399292,1.4135742
86,-1.8435669,1.3458252,1.3948059
87,-1.749115,1.4291382,1.4198303
88,-1.7922974,1.4865112,1.4512634
89,-1.9036865,1.5812683,1.5155029
90,-1.8334961,1.3414001,1.4625549
91,-1.8583679,1.3314819,1.416626
92,-1.9119263,1.3259888,1.3882446
93,-1.8959045,1.3064575,1.3529968
94,-1.9308472,1.2294006,1.2231445
95,-1.9210815,1.1581421,1.1897278
96,-1.8640137,1.3299561,1.2232971
97,-2.0062256,1.1032104,1.1868286
98,-1.9534302,1.1410522,1.1772156
99,-1.9754028,1.0830688,1.1526489
100,-1.986084,1.2417603,1.1479187
101,-2.0411682,1.242981,1.1671448
102,-2.0915222,1.1276245,1.1531067
103,-2.1362305,1.0343933,1.0917664
104,-2.1173096,1.0879517,1.1018372
105,-2.205658,1.0369873,1.0787964
106,-2.2058105,1.0440063,1.0762024
107,-2.1867371,1.0862732,1.0800171
108,-2.137146,1.1347961,1.0995483
109,-2.2354126,0.95352173,1.0409546
110,-2.2489929,0.95306397,1.0150146
111,-2.2624207,0.9538269,0.98937988
112,-2.2972107,0.87463379,0.94345093
113,-2.23526,0.90087891,0.94650269
114,-2.368927,0.88180542,0.92102051
115,-2.2529602,0.96801758,0.94024658
116,-2.2370911,0.87188721,0.92407227
117,-2.2424316,0.90576172,0.93032837
118,-2.2242737,0.84396362,0.90713501
119,-2.1963501,0.81787109,0.88470459
120,-2.3045349,0.74432373,0.83129883
121,-2.2909546,0.61691284,0.75561523
122,-2.265625,0.66162109,0.74493408
123,-2.2422791,0.63201904,0.69580078
124,-2.2840881,0.46112061,0.62561035
125,-2.333374,0.46401978,0.56900024
126,-2.2929382,0.26229858,0.47271728
