,a,b,c
0,1.2716675,-2.0353699,0.080566406
1,1.2005615,-1.8684387,0.2255249
2,1.2173462,-2.0858765,0.1826477
3,1.3894653,-2.0054626,0.13198853
4,1.1386108,-2.0181274,0.092468262
5,1.0916138,-1.9914246,0.074310303
6,1.3301086,-2.0187378,0.1473999
7,1.3786316,-2.1112061,-0.12435913
8,1.4407349,-1.9807434,-0.21591187
9,1.526947,-2.0176697,-0.103302
10,1.4958191,-1.9903564,-0.25360107
11,1.5136719,-2.1777344,-0.19241333
12,1.1143494,-2.0101929,-0.043182373
13,1.3285828,-1.8016052,-0.08102417
14,1.3589478,-1.8318176,-0.10498047
15,1.2445068,-1.7218018,-0.33432007
16,1.2646484,-1.8869019,-0.37414551
17,1.2869263,-1.804657,-0.46783447
18,1.4605713,-1.6307068,-0.43945313
19,1.3201904,-1.5975952,-0.51086426
20,1.4961243,-1.700592,-0.34667969
21,1.4691162,-1.5473938,-0.43197632
22,1.4628601,-1.4889526,-0.40466309
23,1.4317322,-1.4204407,-0.54733276
24,1.4321899,-1.4122009,-0.64315796
25,1.4454651,-1.4613342,-0.66268921
26,1.4471436,-1.4382935,-0.76950073
27,1.4375305,-1.4230347,-0.78323364
28,1.434021,-1.3882446,-0.8152771
29,1.4356995,-1.4027405,-0.79940796
30,1.4836121,-1.4280701,-0.73059082
31,1.4846802,-1.3972473,-0.75897217
32,1.4746094,-1.3870239,-0.68145752
33,1.4031982,-1.2797546,-0.75927734
34,1.4172363,-1.1677551,-0.8126831
35,1.3693237,-1.1528015,-0.84671021
36,1.363678,-1.1541748,-0.87677002
37,1.277771,-1.1288452,-0.9689331
38,1.1981201,-1.0467529,-0.94970703
39,1.2467957,-0.86868286,-0.88912964
40,1.2843323,-0.87387085,-0.90774536
41,1.3011169,-0.73989868,-0.94741821
42,1.2295532,-0.8303833,-1.0908508
43,1.2617493,-0.7661438,-1.0552979
44,1.2031555,-0.82046509,-1.2277222
45,1.2458801,-0.74401856,-1.0568237
46,1.1476135,-0.73486328,-1.0783386
47,1.1808777,-0.74401856,-1.1032104
48,1.2406921,-0.57937622,-1.0592651
49,1.0716248,-0.54489136,-1.2875366
50,1.1506653,-0.52337647,-1.1526489
51,1.1102295,-0.5847168,-1.125946
52,1.1134338,-0.55374146,-1.2042236
53,1.0952759,-0.46508789,-1.290741
54,1.1837769,-0.33096314,-1.312561
55,0.9916687,-0.29815674,-1.3137817
56,1.131897,-0.26535034,-1.0932922
57,1.0852051,-0.35736084,-1.1772156
58,0.95794678,-0.35522461,-1.1645508
59,0.97793579,-0.37902832,-1.2805176
60,0.89096069,-0.36437988,-1.1962891
61,0.95001221,-0.19012451,-1.2380981
62,0.78399658,-0.22125244,-1.2817383
63,0.88088989,-0.057373047,-1.2561035
64,0.73257446,-0.21514893,-1.4892578
65,0.78048706,-0.24078369,-1.312561
66,0.7649231,-0.18783569,-1.3839722
67,0.8795166,0.068664551,-1.4292908
68,0.63079834,0.020446777,-1.4709473
69,0.58074951,-0.19012451,-1.5467834
70,0.89157104,-0.057678223,-1.3113403
71,0.95733643,0.14328003,-1.3980103
72,0.62698364,-0.11917114,-1.4041138
73,0.62225342,0.27511597,-1.6169739
74,0.62805176,0.26535034,-1.4903259
75,0.61187744,0.35949707,-1.3632202
76,0.45654297,0.37307739,-1.3072205
77,0.55206299,0.2116394,-1.275177
78,0.38024902,0.36499023,-1.3108826
79,0.36437988,0.30822754,-1.4712524
80,0.55175781,0.52734375,-1.3163757
81,0.31005859,0.50689697,-1.3084412
82,0.55297852,0.43228149,-1.391449
83,0.36682129,0.58776856,-1.3113403
84,0.47607422,0.49957275,-1.3751221
85,0.16555786,0.52886963,-1.2994385
86,0.23361206,0.57861328,-1.463623
87,-0.15930176,0.79315185,-1.4486694
88,0.052032471,0.91339111,-1.4065552
89,0.1260376,0.62683106,-1.4546204
90,0.035858154,0.83435059,-1.4329529
