,a,b,c
0,0.74066162,-1.4756775,-0.12542725
1,0.63980103,-1.3821411,-0.19363403
2,0.58731079,-1.3380432,-0.13168335
3,0.62225342,-1.2338257,-0.17059326
4,0.73898315,-1.1564636,-0.11123657
5,0.88912964,-0.95016479,-0.2897644
6,0.74356079,-1.0612488,-0.23071289
7,0.75332642,-1.1058044,-0.29678345
8,0.71487427,-1.0305786,-0.57037353
9,0.66314697,-1.013031,-0.48553467
10,0.72052002,-1.0322571,-0.37841797
11,0.75683594,-0.9954834,-0.41107178
12,0.69488525,-0.91415405,-0.40435791
13,0.6439209,-0.92636108,-0.52993774
14,0.64025879,-0.96511841,-0.69854736
15,0.50811768,-0.80749512,-0.64926147
16,0.74996948,-0.74951172,-0.75119019
17,0.72158813,-0.80169678,-0.76690674
18,0.6552124,-0.69107056,-0.71868897
19,0.70007324,-0.68740845,-0.70922852
20,0.72753906,-0.68969727,-0.79086304
21,0.62713623,-0.57937622,-0.86791992
22,0.68847656,-0.6149292,-0.83511353
23,0.65887451,-0.59616089,-0.76599121
24,0.62774658,-0.53939819,-0.82199097
25,0.54534912,-0.30960083,-0.81741333
26,0.46875,-0.41244507,-0.78033447
27,0.55801392,-0.40420532,-0.86486816
28,0.35095215,-0.26306152,-0.78521728
29,0.34561157,-0.24307251,-0.85861206
30,0.53970337,-0.32363892,-0.65597534
31,0.57327271,-0.31997681,-0.66375732
32,0.39627075,-0.13000488,-0.8555603
33,0.39031982,-0.47088623,-0.81771851
34,0.12405395,-0.26611328,-0.73394775
35,0.48187256,-0.048675537,-0.83801269
36,0.390625,-0.07522583,-0.76217651
37,0.45776367,-0.12145996,-1.0273743
38,0.15472412,-0.071105957,-0.93017578
39,0.083770752,-0.33813477,-1.0301209
40,-0.22216797,-0.46981811,-1.0214233
41,-0.27786255,-0.3678894,-1.0218811
42,-0.25054932,-0.13961792,-0.96374512
43,0.015869141,0.23269653,-1.0110474
44,-0.048065186,0.37124634,-0.86715698
45,-0.079193115,0.574646,-0.85205078
46,-0.061340332,0.39764404,-0.77285767
47,-0.17974853,0.47851563,-0.91918945
48,-0.24337769,0.44281006,-1.0241699
49,-0.24810791,0.31677246,-0.93704224
50,-0.23742676,0.56289673,-0.82305908
51,-0.29541016,0.2722168,-0.9022522
52,-0.37582397,0.37353516,-0.75515747
53,-0.29541016,0.34301758,-0.78018188
54,-0.36346436,0.57006836,-0.75195313
55,-0.418396,0.39398193,-0.68954468
56,-0.47912598,0.48736572,-0.58959961
57,-0.77392578,0.18493652,-0.65429688
58,-0.98007202,0.075378418,-0.94589233
59,-0.78170776,0.4397583,-0.61843872
60,-0.59539795,0.59875488,-0.45028686
61,-0.64849853,0.6060791,-0.64331055
62,-0.67108154,0.69381714,-0.6652832
63,-0.86288452,0.69915772,-0.49942017
64,-0.80535889,0.71182251,-0.44448853
65,-0.79956055,0.73074341,-0.51147461
66,-0.98480225,0.67749023,-0.47286987
67,-0.85281372,0.66497803,-0.46295166
68,-0.84869385,0.67825317,-0.28335571
69,-0.96923828,0.70465088,-0.29449463
70,-0.92193603,0.71731567,-0.30319214
71,-0.94360352,0.6993103,-0.39916992
72,-0.94467163,0.81451416,-0.34164429
73,-1.1459351,0.70251465,-0.20751953
74,-1.1280823,0.73608398,-0.21484375
75,-1.1639404,0.63232422,-0.0390625
76,-1.2266541,0.74676514,-0.021057129
77,-1.098938,0.56976318,-0.14770508
78,-1.1437988,0.73059082,-0.14266968
79,-1.3072205,0.63934326,-0.11489868
80,-1.1943054,0.65185547,-0.082397461
81,-1.2280273,0.78292847,0.11764526
82,-1.3008118,0.7019043,0.070953369
83,-1.2583923,0.73577881,0.10513306
84,-1.446228,0.66864014,0.14282227
85,-1.3174438,0.71426392,0.27832031
86,-1.5087891,0.58624268,0.25405884
87,-1.4172363,0.62805176,0.3527832
88,-1.4950562,0.78125,0.40863037
89,-1.6195679,0.61187744,0.50918579
90,-1.5618896,0.65170288,0.56488037
91,-1.5176392,0.50292969,0.32318115
92,-1.5092468,0.49819946,0.45349121
93,-1.472168,0.67733765,0.46508789
94,-1.6127014,0.10192871,0.55709839
95,-1.4355469,0.19561768,0.49987793
96,-1.5901184,0.75332642,0.47119141
97,-1.51474,-0.060882568,0.58197022
98,-1.5910339,-0.012207031,0.57907104
99,-1.565094,0.063781738,0.6716919
100,-1.4102173,0.37231445,0.82214356
