,a,b,c
0,0.80993652,-0.50476074,-0.98632813
1,0.7510376,-0.26885986,-0.98083496
2,0.6388855,-0.19134522,-0.96603394
3,0.63934326,-0.21667481,-1.0334778
4,0.64575195,-0.12207031,-1.000824
5,0.41366577,-0.13504028,-1.0952759
6,0.53588867,-0.010681152,-1.0243225
7,0.35354614,0.027618408,-1.1843872
8,0.29342651,-0.11108398,-1.293335
9,-0.055389404,-0.34744263,-1.1309814
10,0.17272949,0.22155762,-1.1541748
11,0.008087158,0.2645874,-1.2289429
12,0.080108643,0.42449951,-1.2387085
13,0.051116943,0.4586792,-1.1534119
14,-0.018920898,0.597229,-1.2280273
15,-0.024719238,0.60150147,-1.0879517
16,-0.07598877,0.63095093,-1.1364746
17,-0.16647339,0.71746826,-1.098938
18,-0.33355713,0.64453125,-0.95321655
19,-0.24719238,0.75408935,-1.0289001
20,-0.24917603,0.86334228,-0.95504761
21,-0.40634155,0.81680298,-0.95550537
22,-0.32577515,0.95184326,-0.84609985
23,-0.50384522,0.79284668,-0.74676514
24,-0.52947998,0.78735352,-0.83068848
25,-0.55374146,0.90942383,-0.81298828
26,-0.63613892,1.0058594,-0.7951355
27,-0.74630737,0.83602905,-0.78170776
28,-0.61569214,0.91934204,-0.82427978
29,-0.72036743,0.85159302,-0.87356567
30,-0.76461792,0.75805664,-0.74279785
31,-0.8114624,0.85067749,-0.48660278
32,-0.85479736,0.90301514,-0.34225464
33,-0.91598511,0.90744019,-0.27999878
34,-0.89477539,0.94985962,-0.33493042
35,-1.0980225,0.80657959,-0.28045654
36,-1.0308838,0.83786011,-0.31082153
37,-1.0694885,0.88912964,-0.29800415
38,-1.1909485,0.84945679,-0.28320313
39,-1.267395,0.82397461,-0.11550903
40,-1.4134216,1.0314941,0.047302246
41,-1.4759827,0.93215942,0.007781982
42,-1.4251709,0.9022522,0.098571777
43,-1.4483643,0.9387207,0.051269531
44,-1.6267395,1.0917664,0.1550293
45,-1.76651,0.97595215,0.11291504
46,-1.6758728,0.83465576,0.1675415
47,-1.7456055,1.0250854,0.31692505
48,-1.6407776,0.67077637,0.26290894
49,-1.7056274,0.81115723,0.41519165
50,-1.6894531,0.92895508,0.47515869
51,-1.8763733,0.67886353,0.57861328
52,-1.6975403,0.64788818,0.4208374
53,-1.6828918,0.62957764,0.57113647
54,-1.6821289,0.76812744,0.55938721
55,-1.8876648,0.62683106,0.64468384
56,-1.6690063,0.57434082,0.58547974
57,-1.741333,0.57495117,0.71136475
58,-1.7042541,0.49316406,0.59402466
59,-1.6592407,0.49209595,0.82275391
60,-1.7053223,0.42831421,0.79528809
61,-1.8939209,0.29586792,0.87341309
62,-1.7816162,0.40878296,0.82870483
63,-1.763916,0.23513794,0.94802856
64,-1.7913818,0.19470215,0.95458984
65,-1.708374,0.68771362,0.88256836
66,-1.8566895,0.077514648,1.1772156
67,-1.7771912,0.13061523,1.1048889
68,-1.7156982,-0.030212402,1.2522888
69,-1.8206787,-0.1234436,1.0202026
70,-1.8011475,-0.090332031,1.1621094
71,-1.8609619,-0.25100708,1.4294434
72,-1.7364502,-0.22201538,1.4627075
73,-1.6424561,-0.37918091,1.4131165
74,-1.6885376,-0.49636841,1.4297485
75,-1.7633057,-0.35736084,1.4453125
76,-1.5834045,-0.42312622,1.4369202
77,-1.6876221,-0.519104,1.6618347
78,-1.5515137,-0.49545288,1.5759277
79,-1.6416931,-0.64849853,1.5063477
80,-1.5332031,-0.65429688,1.6207886
81,-1.5725708,-0.56457519,1.65802
82,-1.4889526,-0.68954468,1.449585
83,-1.5179443,-0.84945679,1.6275024
84,-1.4770508,-0.79589844,1.6113281
85,-1.3960266,-0.88287353,1.5808105
86,-1.277771,-0.90515137,1.5866089
87,-1.3146973,-0.87341309,1.5216064
88,-1.3720703,-0.90759277,1.5753174
89,-1.1282349,-0.98175049,1.7144775
90,-1.2872314,-1.0520935,1.6500854
91,-1.1112976,-1.3249207,1.6824341
92,-1.1628723,-1.5362549,1.5490723
93,-1.0099792,-1.5406799,1.64505
94,-1.0281372,-1.6278076,1.6091919
95,-1.0145569,-1.5002441,1.7875671
96,-0.91964722,-1.5426636,1.781311
97,-0.82107544,-1.5562439,1.6653442
98,-0.69671631,-1.738739,1.76651
99,-0.71258545,-1.8145752,1.5740967
100,-0.58883667,-1.7355347,1.532135
101,-0.47607422,-1.8505859,1.5957642
102,-0.56945801,-1.8778992,1.5740967
103,-0.52001953,-1.8609619,1.5795898
104,-0.45410156,-1.8711853,1.5670776
105,-0.38299561,-2.0417786,1.505127
106,-0.26855469,-1.986084,1.5682983
107,-0.16616821,-1.9720459,1.4511108
108,-0.181427,-1.9352722,1.4678955
109,-0.14297485,-1.9691467,1.4634705
110,-0.14572144,-1.9242859,1.3804626
111,-0.060119629,-2.0149231,1.3534546
112,-0.065155029,-1.9779968,1.257019
113,0.034179688,-1.9961548,1.222229
114,0.072479248,-1.9902039,1.2031555
115,0.12908935,-1.9941711,1.1654663
116,0.17425537,-2.0046997,1.1164856
117,0.27908325,-2.1075439,0.98266602
118,0.31417847,-1.9949341,1.0437012
119,0.34194946,-2.1153259,0.95428467
120,0.36514282,-1.3372803,0.98983765
121,0.4536438,-1.9335938,0.91888428
122,0.52856445,-1.9522095,0.85998535
123,0.65002441,-2.0414734,0.75119019
124,0.68283081,-1.9584656,0.7131958
125,0.71853638,-1.9558716,0.63156128
126,0.72402954,-1.9403076,0.68176269
127,0.83755493,-1.9729614,0.51757813
128,0.80032349,-1.8365479,0.45227051
129,0.79406738,-1.8569946,0.42312622
130,0.83984375,-1.8367004,0.35003662
131,0.80886841,-1.7701721,0.35095215
132,0.81634522,-1.9360352,0.31234741
133,0.95489502,-1.8391418,0.1435852
134,0.81329346,-1.8730164,0.16860962
135,0.90423584,-1.7356873,0.1234436
136,0.90942383,-1.7901611,0.036010742
137,0.98953247,-1.7907715,0.006408691
138,0.93917847,-1.6969299,-0.11123657
139,1.0437012,-1.6152954,-0.023956299
140,0.94024658,-1.6320801,0.003509521
141,0.80566406,-1.4511108,-0.15350342
142,1.0443115,-1.3601685,-0.13809204
143,0.95367432,-1.4558411,-0.016784668
144,0.84350586,-1.1914063,-0.14846802
145,0.88058472,-1.2275696,-0.23864746
146,0.85998535,-1.3847351,-0.32241821
147,1.0835266,-1.1625671,-0.41183472
148,0.95214844,-1.1381531,-0.46081543
149,0.9211731,-1.1791992,-0.56716919
150,0.91094971,-1.0757446,-0.60882568
151,1.0028076,-1.0902405,-0.87234497
152,1.0348511,-0.99716187,-0.77972412
153,0.95611572,-0.87310791,-0.88348389
154,1.0600281,-0.73944092,-0.78338623
155,0.8126831,-0.7345581,-0.94924927
156,0.93505859,-0.82138062,-0.75912476
157,0.88470459,-0.72631836,-0.95321655
158,0.81176758,-0.5418396,-0.92208862
159,0.82336426,-0.41534424,-0.87219238
160,0.77941894,-0.58761597,-0.92605591
161,0.71716309,-0.45654297,-1.0324097
162,0.77987671,-0.33462524,-0.88973999
163,0.56457519,-0.32180786,-0.95321655
164,0.62820435,-0.4258728,-1.0162354
165,0.53848267,-0.3086853,-1.0003662
166,0.53604126,-0.27770996,-0.87585449
167,0.55892944,-0.008392334,-1.0302734
168,0.43441772,-0.12313843,-1.0673523
169,0.46783447,-0.054473877,-0.99304199
170,0.51055908,0.043640137,-1.1663818
171,0.5015564,0.090026855,-1.0409546
172,0.30410767,0.15533447,-1.1863709
173,0.14526367,-0.34393311,-1.3943481
174,0.19470215,-0.003967285,-1.1193848
175,0.25939941,0.23498535,-1.1723328
176,0.097808838,1.1181641,-1.0919189
177,0.2772522,0.58547974,-1.0943604
178,0.059509277,0.53543091,-0.98861694
179,-0.008544922,0.63034058,-0.85754394
180,-0.061035156,0.6578064,-0.82519531
181,-0.09765625,0.73303223,-0.82214356
182,-0.12542725,0.83679199,-0.88195801
183,-0.27770996,0.90576172,-0.82748413
184,-0.33782959,0.9576416,-0.86013794
185,-0.44403076,0.90118408,-0.84960938
186,-0.4335022,0.88409424,-1.0014343
187,-0.47958374,0.88729858,-1.0224915
188,-0.51300049,0.99487305,-1.0044861
189,-0.57617188,0.962677,-0.84609985
190,-0.6149292,0.94940185,-0.82122803
191,-0.60058594,0.96130371,-0.74234009
192,-0.730896,1.0523987,-0.66055298
193,-0.75500488,1.0462952,-0.60180664
194,-0.82763672,1.0284424,-0.55297852
195,-0.78903198,1.0128784,-0.61569214
196,-0.95535278,0.96740723,-0.51696777
197,-0.92712402,0.97366333,-0.51269531
198,-0.95214844,1.0437012,-0.46035767
199,-1.0299683,1.0527039,-0.43518066
200,-1.2089539,1.0389709,-0.3793335
201,-1.2342834,0.93292236,-0.26947022
202,-1.3023376,1.1087036,-0.25512695
203,-1.3652039,1.0694885,-0.33126831
204,-1.4283752,1.1654663,-0.11352539
205,-1.4804077,0.99624634,-0.011291504
206,-1.5481567,1.1328125,0.003662109
207,-1.6690063,0.93338013,0.087432861
208,-1.5838623,0.87722778,0.012512207
209,-1.6253662,0.94909668,0.30395508
210,-1.7723084,1.0661316,0.16281128
211,-1.8231201,0.86380005,0.36437988
212,-1.7060852,0.82122803,0.33386231
213,-1.5596008,0.86990356,0.38192749
214,-1.7207336,0.8631897,0.32180786
215,-1.8240356,0.65887451,0.37139893
216,-1.8196106,0.677948,0.49987793
217,-1.8673706,0.7623291,0.38574219
218,-1.7539978,0.80947876,0.52780151
219,-1.8865967,0.88256836,0.66390991
220,-1.915741,0.68176269,0.64697266
221,-1.9711304,0.63217163,0.6489563
222,-1.6799927,0.496521,0.79101563
223,-1.7871094,0.56396484,0.73760986
224,-1.8841553,0.42663574,0.91033935
225,-1.834259,0.32287598,0.84213257
226,-1.809082,0.39169311,0.82061768
227,-1.7582703,0.38314819,0.96542358
228,-1.794281,0.26397705,1.050415
229,-1.9248962,0.050354004,1.073761
230,-1.9390869,0.029907227,1.1877441
231,-1.9023132,0.092773438,1.2147522
232,-1.8228149,0.95413208,1.2496948
233,-1.8197632,-0.12237549,1.1907959
234,-1.8284607,-0.1449585,1.6242981
235,-1.9050598,-0.22537231,1.1433411
236,-1.9261169,-0.27923584,1.3349915
237,-1.9761658,-0.39581299,1.6265869
238,-1.8397522,-0.29785156,1.5885925
239,-1.8266296,-0.46829224,1.7214966
240,-1.7160034,-0.47210693,1.5011597
241,-1.8052673,-0.47836304,1.5808105
242,-1.7372131,-0.54580688,1.5765381
243,-1.5853882,-0.5355835,1.7036438
244,-1.7112732,-0.69122315,1.6377258
245,-1.5826416,-0.55496216,1.764679
246,-1.6230774,-0.57250977,1.7071533
247,-1.6009521,-0.64315796,1.7687988
248,-1.5008545,-0.80673218,1.7404175
249,-1.4477539,-0.81512451,1.7172241
250,-1.4657593,-0.90255737,1.7546082
251,-1.3354492,-0.92529297,1.817627
252,-1.2780762,-0.95886231,1.7604065
253,-1.2684631,-1.194458,1.8066406
254,-1.305542,-1.1700439,1.6481018
255,-1.309967,-1.214447,1.708374
256,-1.2858582,-1.3658142,1.7544556
257,-1.2606812,-1.3873291,1.7610168
258,-1.1329651,-1.4050293,1.7338562
259,-0.97900391,-1.4291382,1.7518616
260,-0.9513855,-1.6215515,1.7489624
261,-0.84655762,-1.6668701,1.6139221
262,-0.70617676,-1.6802979,1.7138672
263,-0.80230713,-1.7553711,1.7163086
264,-0.58914185,-1.8925476,1.713562
265,-0.55648804,-1.8833923,1.887207
266,-0.54855347,-1.897583,1.6972351
267,-0.47729492,-1.8936157,1.6725159
268,-0.46615601,-1.960907,1.6908264
269,-0.38223267,-2.0075989,1.5783691
270,-0.28335571,-1.9604492,1.5527344
271,-0.31478882,-1.8592834,1.5187073
272,-0.16769409,-1.9802856,1.4552307
273,-0.25924683,-1.9708252,1.471405
274,-0.084686279,-1.9830322,1.4401245
275,-0.1260376,-1.9940186,1.2579346
