,a,b,c
0,-0.2885437,0.73867798,-5.0
1,-0.31585693,0.84350586,-5.0
2,-0.34454346,0.76766968,-3.5644531
3,-0.35308838,0.84289551,-2.0742798
4,-0.40924072,0.81314087,-1.0995483
5,-0.42800903,0.83374023,-0.44677734
6,-0.54153442,0.84442139,-0.035705566
7,-0.56838989,0.90759277,0.26596069
8,-0.56640625,0.97473144,0.47805786
9,-0.60394287,0.94604492,0.62896728
10,-0.72067261,0.97305298,0.73486328
11,-0.73120117,0.91918945,0.78796387
12,-0.76782227,0.89645386,0.84365845
13,-0.82107544,1.0090637,0.89050293
14,-1.0632324,0.91522217,0.88409424
15,-1.2467957,0.50033569,0.74279785
16,-1.1112976,0.75653076,0.74676514
17,-1.1276245,0.91552734,0.79559326
18,-1.2878418,0.93139648,0.85098267
19,-1.2371826,1.0787964,0.93460083
20,-1.3867188,0.97167969,0.94787598
21,-1.4089966,1.0772705,1.0009766
22,-1.4279175,0.95520019,0.95825195
23,-1.4405823,1.031189,0.99777222
24,-1.4805603,1.0269165,1.0136414
25,-1.476593,0.95550537,1.0011291
26,-1.5989685,0.96679688,0.99197388
27,-1.5567017,0.98495483,0.99273682
28,-1.650238,1.003418,0.98083496
29,-1.6691589,0.95245361,0.97503662
30,-1.6668701,0.82473755,0.92529297
31,-1.6188049,0.89904785,0.9046936
32,-1.625061,0.81100464,0.86929321
33,-1.6688538,0.80291748,0.8140564
34,-1.6494751,0.72677612,0.76873779
35,-1.7062378,0.65185547,0.71304321
36,-1.6741943,0.68389893,0.677948
37,-1.7503357,0.53726196,0.61889648
38,-1.6738892,0.48156738,0.53237915
39,-1.6647339,0.62591553,0.68847656
40,-1.9033813,0.4045105,0.62927246
41,-1.8380737,0.4234314,0.54336548
42,-1.8217468,0.44540405,0.5154419
43,-1.8154907,0.39550781,0.42785644
44,-1.8765259,0.23895264,0.3503418
45,-1.8505859,0.35720825,0.18585205
46,-1.7308044,0.34210205,0.23132324
47,-1.7567444,0.16372681,0.19088745
48,-1.736145,0.12008667,0.17120361
49,-1.8656921,0.056915283,0.095214844
50,-1.7897034,-0.16296387,-0.003509521
51,-1.7858887,-0.21728516,-0.077209473
52,-1.7459106,-0.14602661,-0.1675415
53,-1.7605591,-0.22796631,-0.17791748
54,-1.7330933,-0.32470703,-0.209198
55,-1.749115,-0.31982422,-0.23681641
56,-1.7886353,-0.36941528,-0.26550293
57,-1.8313599,-0.48675537,-0.3213501
58,-1.6503906,-0.43426514,-0.34790039
59,-1.5960693,-0.47943115,-0.38208008
60,-1.6519165,-0.58578491,-0.44784546
61,-1.6531372,-0.64544678,-0.51757813
62,-1.5127563,-0.6048584,-0.5329895
63,-1.5231323,-0.69396973,-0.57785034
64,-1.415863,-0.6829834,-0.61035156
65,-1.4143372,-0.80993652,-0.68252563
66,-1.4898682,-0.84228516,-0.76629639
67,-1.4753723,-1.0519409,-0.90194702
68,-1.2953186,-1.0714722,-0.98083496
69,-1.4044189,-1.2852478,-1.0884094
70,-1.2294006,-1.2033081,-1.1279297
71,-1.1927795,-1.1747742,-1.1386108
72,-1.1022949,-1.2213135,-1.1766052
73,-1.0742188,-1.3206482,-1.2297058
74,-1.1791992,-1.3952637,-1.2689209
75,-0.93475342,-1.4549255,-1.3427734
76,-0.94787598,-1.4994812,-1.3775635
77,-0.8581543,-1.5429688,-1.4642334
78,-0.86730957,-1.5374756,-1.5032959
79,-0.78216553,-1.6986084,-1.555481
80,-0.76004028,-1.7483521,-1.6055298
81,-0.63598633,-1.6908264,-1.6378784
82,-0.65261841,-1.7175293,-1.6564941
83,-0.60852051,-1.7903137,-1.6998291
84,-0.60348511,-1.7567444,-1.710968
85,-0.56289673,-1.8667603,-1.7562866
86,-0.48065186,-1.7256165,-1.7582703
87,-0.43777466,-1.9084167,-1.8032837
