,a,b,c
0,0.59539795,-0.057678223,-5.0
1,0.52124023,-0.10726929,-5.0
2,0.45532227,-0.14984131,-4.3144226
3,0.34881592,-0.19195557,-2.9559326
4,0.41213989,-0.10864258,-1.99646
5,0.37277222,-0.12573242,-1.3858032
6,0.39337158,-0.066375732,-0.94024658
7,0.34591675,-0.072631836,-0.66574097
8,0.31005859,0.017089844,-0.45028686
9,0.32424927,0.003051758,-0.31173706
10,0.091705322,-0.1486206,-0.30349731
11,-0.040588379,-0.11199951,-0.27801514
12,-0.093688965,-0.22155762,-0.29342651
13,-0.089416504,-0.32058716,-0.28503418
14,-0.10131836,-0.08605957,-0.23025513
15,-0.15213013,0.10513306,-0.12908935
16,-0.23086548,-0.073699951,-0.13702393
17,-0.21881103,0.26275635,-0.01373291
18,-0.20111084,0.31265259,0.12496948
19,0.021057129,0.40802002,0.234375
20,-0.15228272,0.37963867,0.23422241
21,-0.074920654,0.32470703,0.25985718
22,-0.087432861,0.056610107,0.13809204
23,-0.43182373,0.21560669,0.16174316
24,-0.15136719,0.44631958,0.25543213
25,-0.3213501,0.51986694,0.34103394
26,-0.4649353,0.27252197,0.30426025
27,-0.44036865,0.16021728,0.28121948
28,-0.47073364,0.26367188,0.27954102
29,-0.56594849,0.30517578,0.28671265
30,-0.50827026,0.43197632,0.33630371
31,-0.56045532,0.52062988,0.4145813
32,-0.46615601,0.47515869,0.42907715
33,-0.51742554,0.66223144,0.52062988
34,-0.50704956,0.73638916,0.53039551
35,-0.38970947,0.42449951,0.48278809
36,-0.56488037,0.33966064,0.42037964
37,-0.70098877,0.16098023,0.33950806
38,-0.83709717,0.55282593,0.41870117
39,-0.93811035,0.19744873,0.31768799
40,-1.0064697,0.21224976,0.29327393
41,-0.73425293,0.74966431,0.47790527
42,-0.71853638,0.82550049,0.59844971
43,-0.70449829,0.9085083,0.69259644
44,-0.69244385,0.90774536,0.76583862
45,-0.83984375,0.8631897,0.75027466
46,-0.80841065,0.73394775,0.7093811
47,-0.87341309,0.70724487,0.67886353
48,-0.9046936,0.6552124,0.62667847
49,-0.95901489,0.78399658,0.67459106
50,-1.0957336,0.79498291,0.71014404
51,-0.87081909,0.81695557,0.7220459
52,-0.95092773,0.76309204,0.69671631
53,-0.99136353,0.69839478,0.68405151
54,-1.0612488,0.70373535,0.67932129
55,-1.1701965,0.68145752,0.6729126
56,-1.0626221,0.597229,0.64498901
57,-1.0450745,0.69839478,0.65826416
58,-1.0914612,0.81283569,0.72174072
59,-1.1564636,0.74829102,0.71533203
60,-1.4445496,0.72387695,0.69992065
61,-1.4631653,0.68374634,0.68115234
62,-1.3395691,0.62408447,0.66574097
63,-1.2434387,0.70556641,0.66345215
64,-1.3479614,0.63735962,0.64102173
65,-1.3517761,0.70343018,0.64956665
66,-1.3710022,0.69396973,0.66375732
67,-1.3877869,0.71914673,0.69152832
68,-1.350708,0.7484436,0.69488525
69,-1.3632202,0.81512451,0.70922852
70,-1.3502502,0.88165283,0.75576782
71,-1.4572144,0.79406738,0.7623291
72,-1.4419556,0.77102661,0.76461792
